time,idx,temp_c,sm_mhz,power_w,fan_pct,throttle_hex
11:15:48,2,63,1957,127.80,77,0x0000000000000400
11:15:48,3,69,1935,128.80,83,0x0000000000000400
11:15:58,0,73,1905,147.24,87,0x0000000000000400
11:15:58,1,64,1935,128.78,78,0x0000000000000400
11:15:58,2,63,1957,132.79,78,0x0000000000000400
11:15:58,3,69,1935,134.20,83,0x0000000000000400
11:16:08,0,73,1905,149.42,87,0x0000000000000400
11:16:08,1,63,1935,129.83,78,0x0000000000000400
11:16:08,2,62,1957,134.88,78,0x0000000000000400
11:16:08,3,67,1935,135.98,83,0x0000000000000400
11:16:18,0,73,1905,147.40,88,0x0000000000000400
11:16:18,1,64,1935,131.95,78,0x0000000000000400
11:16:18,2,63,1957,135.66,78,0x0000000000000400
11:16:18,3,69,1935,137.79,83,0x0000000000000400
11:16:29,0,73,1905,146.49,88,0x0000000000000400
11:16:29,1,62,1935,128.37,78,0x0000000000000400
11:16:29,2,62,1957,132.62,78,0x0000000000000400
11:16:29,3,67,1935,134.21,83,0x0000000000000400
11:16:39,0,74,1905,143.19,88,0x0000000000000400
11:16:39,1,64,1935,126.35,78,0x0000000000000400
11:16:39,2,63,1957,130.98,78,0x0000000000000400
11:16:39,3,69,1935,132.29,83,0x0000000000000400
11:16:49,0,74,1905,146.65,88,0x0000000000000400
11:16:49,1,64,1935,128.75,78,0x0000000000000400
11:16:49,2,63,1957,133.62,78,0x0000000000000400
11:16:49,3,69,1935,134.48,83,0x0000000000000400
11:16:59,0,73,1905,150.15,88,0x0000000000000400
11:16:59,1,64,1935,132.24,78,0x0000000000000400
11:16:59,2,63,1957,137.05,78,0x0000000000000400
11:16:59,3,69,1935,134.63,83,0x0000000000000400
11:17:09,0,74,1905,149.30,88,0x0000000000000400
11:17:09,1,64,1935,129.97,79,0x0000000000000400
11:17:09,2,63,1957,134.36,78,0x0000000000000400
11:17:09,3,69,1935,135.04,83,0x0000000000000400
11:17:19,0,72,1905,146.86,88,0x0000000000000400
11:17:19,1,63,1935,128.64,79,0x0000000000000400
11:17:19,2,63,1957,132.85,78,0x0000000000000400
11:17:19,3,69,1935,134.54,83,0x0000000000000400
11:17:29,0,74,1905,150.57,88,0x0000000000000400
11:17:29,1,64,1935,132.71,79,0x0000000000000400
11:17:29,2,63,1957,137.39,78,0x0000000000000400
11:17:29,3,69,1935,139.34,83,0x0000000000000400
11:17:39,0,74,1905,146.79,88,0x0000000000000400
11:17:39,1,64,1935,128.72,79,0x0000000000000400
11:17:39,2,63,1957,132.98,78,0x0000000000000400
11:17:39,3,69,1935,134.71,84,0x0000000000000400
11:17:49,0,74,1905,149.92,88,0x0000000000000400
11:17:49,1,64,1935,130.95,79,0x0000000000000400
11:17:49,2,62,1957,136.03,78,0x0000000000000400
11:17:49,3,67,1935,137.51,84,0x0000000000000400
11:17:59,0,74,1905,147.94,88,0x0000000000000400
11:17:59,1,64,1935,132.53,79,0x0000000000000400
11:17:59,2,63,1957,136.13,78,0x0000000000000400
11:17:59,3,69,1935,138.63,84,0x0000000000000400
11:18:09,0,74,1905,147.35,88,0x0000000000000400
11:18:09,1,63,1935,129.14,79,0x0000000000000400
11:18:09,2,63,1957,133.38,78,0x0000000000000400
11:18:09,3,69,1935,135.43,84,0x0000000000000400
11:18:19,0,74,1905,150.39,89,0x0000000000000400
11:18:19,1,64,1935,132.80,79,0x0000000000000400
11:18:19,2,63,1957,137.02,78,0x0000000000000400
11:18:19,3,69,1935,139.15,84,0x0000000000000400
11:18:30,0,74,1905,147.04,89,0x0000000000000400
11:18:30,1,64,1935,128.99,79,0x0000000000000400
11:18:30,2,63,1957,132.69,78,0x0000000000000400
11:18:30,3,70,1935,134.94,84,0x0000000000000400
11:18:40,0,74,1905,149.44,89,0x0000000000000400
11:18:40,1,64,1935,132.41,79,0x0000000000000400
11:18:40,2,63,1957,137.02,78,0x0000000000000400
11:18:40,3,69,1935,139.39,84,0x0000000000000400
11:18:50,0,74,1905,147.77,89,0x0000000000000400
11:18:50,1,64,1935,129.48,79,0x0000000000000400
11:18:50,2,63,1957,133.30,78,0x0000000000000400
11:18:50,3,69,1935,135.07,84,0x0000000000000400
11:19:00,0,74,1905,146.77,89,0x0000000000000400
11:19:00,1,62,1935,130.40,79,0x0000000000000400
11:19:00,2,62,1957,135.31,78,0x0000000000000400
11:19:00,3,67,1935,137.00,84,0x0000000000000400
11:19:10,0,74,1905,147.53,89,0x0000000000000400
11:19:10,1,64,1935,131.80,79,0x0000000000000400
11:19:10,2,63,1957,135.36,79,0x0000000000000400
11:19:10,3,69,1935,137.88,84,0x0000000000000400
11:19:20,0,73,1905,146.81,89,0x0000000000000400
11:19:20,1,63,1935,128.95,79,0x0000000000000400
11:19:20,2,62,1957,132.90,79,0x0000000000000400
11:19:20,3,68,1935,134.97,84,0x0000000000000400
11:19:30,0,74,1905,150.33,89,0x0000000000000400
11:19:30,1,64,1935,133.17,79,0x0000000000000400
11:19:30,2,63,1957,136.95,79,0x0000000000000400
11:19:30,3,70,1935,139.54,85,0x0000000000000400
11:19:40,0,74,1905,147.13,89,0x0000000000000400
11:19:40,1,64,1935,129.07,79,0x0000000000000400
11:19:40,2,63,1957,133.12,79,0x0000000000000400
11:19:40,3,69,1935,135.23,85,0x0000000000000400
11:19:50,0,74,1905,149.97,89,0x0000000000000400
11:19:50,1,64,1935,132.35,79,0x0000000000000400
11:19:50,2,63,1957,136.99,79,0x0000000000000400
11:19:50,3,70,1935,139.93,84,0x0000000000000400
11:20:00,0,74,1905,151.26,89,0x0000000000000400
11:20:00,1,64,1935,132.15,79,0x0000000000000400
11:20:00,2,63,1957,135.94,79,0x0000000000000400
11:20:00,3,70,1920,138.19,85,0x0000000000000400
11:20:10,0,74,1905,147.62,89,0x0000000000000400
11:20:10,1,64,1935,129.23,79,0x0000000000000400
11:20:10,2,63,1957,133.12,79,0x0000000000000400
11:20:10,3,69,1920,135.04,85,0x0000000000000400
11:20:20,0,74,1905,150.28,89,0x0000000000000400
11:20:20,1,64,1935,132.55,79,0x0000000000000400
11:20:20,2,63,1957,137.44,79,0x0000000000000400
11:20:20,3,69,1920,139.64,85,0x0000000000000400
11:20:31,0,74,1905,148.58,89,0x0000000000000400
11:20:31,1,64,1935,129.88,79,0x0000000000000400
11:20:31,2,63,1957,134.06,79,0x0000000000000400
11:20:31,3,69,1920,135.06,84,0x0000000000000400
11:20:41,0,74,1905,150.75,89,0x0000000000000400
11:20:41,1,64,1935,129.25,79,0x0000000000000400
11:20:41,2,63,1957,133.15,79,0x0000000000000400
11:20:41,3,69,1920,135.12,85,0x0000000000000400
11:20:51,0,74,1905,151.23,89,0x0000000000000400
11:20:51,1,64,1935,132.84,80,0x0000000000000400
11:20:51,2,64,1957,137.45,79,0x0000000000000400
11:20:51,3,70,1920,139.07,84,0x0000000000000400
11:21:01,0,75,1905,147.19,89,0x0000000000000400
11:21:01,1,64,1935,128.84,80,0x0000000000000400
11:21:01,2,63,1957,133.10,79,0x0000000000000400
11:21:01,3,69,1920,134.60,85,0x0000000000000400
11:21:11,0,74,1905,150.70,89,0x0000000000000400
11:21:11,1,64,1935,132.89,79,0x0000000000000400
11:21:11,2,63,1957,137.19,79,0x0000000000000400
11:21:11,3,70,1920,138.94,85,0x0000000000000400
11:21:21,0,74,1905,147.58,89,0x0000000000000400
11:21:21,1,64,1935,129.21,79,0x0000000000000400
11:21:21,2,63,1957,132.84,79,0x0000000000000400
11:21:21,3,69,1920,134.61,85,0x0000000000000400
11:21:31,0,74,1905,149.64,89,0x0000000000000400
11:21:31,1,64,1935,132.12,79,0x0000000000000400
11:21:31,2,63,1957,136.81,79,0x0000000000000400
11:21:31,3,69,1920,138.80,85,0x0000000000000400
11:21:41,0,74,1905,150.75,89,0x0000000000000400
11:21:41,1,64,1935,133.11,80,0x0000000000000400
11:21:41,2,63,1957,136.89,79,0x0000000000000400
11:21:41,3,69,1920,139.33,84,0x0000000000000400
11:21:51,0,73,1905,147.14,89,0x0000000000000400
11:21:51,1,64,1935,128.66,80,0x0000000000000400
11:21:51,2,63,1957,132.78,79,0x0000000000000400
11:21:51,3,69,1920,134.54,85,0x0000000000000400
11:22:01,0,74,1905,150.71,90,0x0000000000000400
11:22:01,1,64,1935,132.50,80,0x0000000000000400
11:22:01,2,63,1957,137.06,79,0x0000000000000400
11:22:01,3,69,1920,138.91,85,0x0000000000000400
11:22:11,0,74,1905,147.17,90,0x0000000000000400
11:22:11,1,64,1935,129.04,80,0x0000000000000400
11:22:11,2,63,1957,133.39,79,0x0000000000000400
11:22:11,3,69,1920,134.93,85,0x0000000000000400
11:22:21,0,74,1905,150.79,90,0x0000000000000400
11:22:21,1,64,1935,132.87,80,0x0000000000000400
11:22:21,2,63,1957,137.07,79,0x0000000000000400
11:22:21,3,69,1920,139.05,85,0x0000000000000400
11:22:32,0,74,1905,147.40,90,0x0000000000000400
11:22:32,1,64,1935,128.97,80,0x0000000000000400
11:22:32,2,63,1957,132.63,79,0x0000000000000400
11:22:32,3,69,1920,134.51,85,0x0000000000000400
11:22:42,0,74,1905,144.39,90,0x0000000000000400
11:22:42,1,64,1935,125.42,80,0x0000000000000400
11:22:42,2,63,1957,129.29,79,0x0000000000000400
11:22:42,3,69,1920,131.18,85,0x0000000000000400
11:22:52,0,74,1905,150.51,90,0x0000000000000400
11:22:52,1,64,1935,133.03,80,0x0000000000000400
11:22:52,2,63,1957,137.10,79,0x0000000000000400
11:22:52,3,69,1920,139.13,85,0x0000000000000400
11:23:02,0,74,1905,146.91,90,0x0000000000000400
11:23:02,1,64,1935,128.64,80,0x0000000000000400
11:23:02,2,63,1957,132.85,79,0x0000000000000400
11:23:02,3,69,1920,134.57,85,0x0000000000000400
11:23:12,0,74,1905,150.29,90,0x0000000000000400
11:23:12,1,64,1935,132.75,80,0x0000000000000400
11:23:12,2,63,1957,137.05,79,0x0000000000000400
11:23:12,3,69,1920,138.79,85,0x0000000000000400
11:23:22,0,74,1905,147.21,90,0x0000000000000400
11:23:22,1,64,1935,128.95,80,0x0000000000000400
11:23:22,2,63,1957,132.93,79,0x0000000000000400
11:23:22,3,69,1920,134.74,85,0x0000000000000400
11:23:32,0,74,1905,150.54,90,0x0000000000000400
11:23:32,1,64,1935,132.25,80,0x0000000000000400
11:23:32,2,63,1957,136.75,79,0x0000000000000400
11:23:32,3,70,1920,138.99,85,0x0000000000000400
11:23:42,0,74,1905,148.42,90,0x0000000000000400
11:23:42,1,64,1935,129.73,80,0x0000000000000400
11:23:42,2,63,1957,137.29,79,0x0000000000000400
11:23:42,3,70,1920,138.96,85,0x0000000000000400
11:23:52,0,73,1905,148.91,90,0x0000000000000400
11:23:52,1,64,1935,131.77,80,0x0000000000000400
11:23:52,2,63,1957,132.98,79,0x0000000000000400
11:23:52,3,69,1920,134.72,85,0x0000000000000400
11:24:02,0,74,1905,150.67,90,0x0000000000000400
11:24:02,1,64,1935,132.58,80,0x0000000000000400
11:24:02,2,63,1957,137.16,79,0x0000000000000400
11:24:02,3,69,1920,138.92,85,0x0000000000000400
11:24:12,0,73,1905,139.01,90,0x0000000000000400
11:24:12,1,62,1935,123.73,80,0x0000000000000400
11:24:12,2,61,1957,128.27,79,0x0000000000000400
11:24:12,3,66,1920,129.52,85,0x0000000000000400
11:24:23,0,74,1905,150.80,90,0x0000000000000400
11:24:23,1,64,1935,132.69,80,0x0000000000000400
11:24:23,2,63,1957,137.07,79,0x0000000000000400
11:24:23,3,70,1920,138.77,85,0x0000000000000400
11:24:33,0,75,1905,147.47,90,0x0000000000000400
11:24:33,1,64,1935,129.62,80,0x0000000000000400
11:24:33,2,63,1957,133.74,79,0x0000000000000400
11:24:33,3,69,1920,134.51,85,0x0000000000000400
11:24:43,0,75,1905,150.93,90,0x0000000000000400
11:24:43,1,65,1935,132.13,80,0x0000000000000400
11:24:43,2,63,1957,136.77,79,0x0000000000000400
11:24:43,3,70,1920,139.12,85,0x0000000000000400
11:24:53,0,75,1905,148.37,90,0x0000000000000400
11:24:53,1,65,1935,132.81,80,0x0000000000000400
11:24:53,2,63,1957,137.20,79,0x0000000000000400
11:24:53,3,69,1920,138.84,85,0x0000000000000400
11:25:03,0,74,1905,150.03,90,0x0000000000000400
11:25:03,1,64,1935,128.48,80,0x0000000000000400
